Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecada‡Æo_Total;Ganhadores_15_N£meros;Ganhadores_14_N£meros;Ganhadores_13_N£meros;Ganhadores_12_N£meros;Ganhadores_11_N£meros;Valor_Rateio_15_N£meros;Valor_Rateio_14_N£meros;Valor_Rateio_13_N£meros;Valor_Rateio_12_N£meros;Valor_Rateio_11_N£meros;Acumulado_15_N£meros;Estimativa_Prˆmio;Valor_Acumulado_Especial
1625;16/02/2018;2;3;6;8;10;12;13;16;17;18;19;20;21;22;24;R$ 35.615.982,00;4;581;23223;279085;1511596;R$ 1.359.356,69;R$ 1.613,43;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 31.515.401,84
1626;19/02/2018;1;3;4;7;8;9;10;11;13;15;16;17;20;21;24;R$ 25.017.816,00;5;685;22389;242953;1183635;R$ 338.438,06;R$ 1.085,86;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 31.905.907,30
1627;21/02/2018;2;3;4;6;8;9;11;12;13;14;15;17;20;21;24;R$ 25.328.216,00;1;439;16412;206558;1150717;R$ 2.000.192,65;R$ 1.401,92;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 32.367.490,22
1628;23/02/2018;1;3;6;9;11;12;16;17;18;19;20;22;23;24;25;R$ 26.351.882,00;2;287;11056;160393;984361;R$ 1.360.823,93;R$ 2.917,88;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 32.995.562,81
1629;26/02/2018;1;2;3;5;6;7;9;10;12;14;15;18;22;24;25;R$ 24.287.648,00;4;556;19412;206924;1109022;R$ 460.551,12;R$ 1.456,40;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 33.420.686,93
1630;28/02/2018;3;5;7;8;9;10;12;13;14;15;17;20;22;23;25;R$ 24.878.558,00;4;708;29017;255008;1234141;R$ 367.151,82;R$ 911,78;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 33.759.596,31
1631;02/03/2018;2;3;4;5;9;10;11;12;14;18;19;20;22;23;25;R$ 26.849.804,00;6;623;20467;232981;1227070;R$ 338.044,47;R$ 1.431,05;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 34.227.657,90
1632;05/03/2018;4;5;8;12;13;14;15;16;18;20;21;22;23;24;25;R$ 23.507.350,00;0;389;12865;199544;1000827;R$ 0,00;R$ 1.559,55;R$ 20,00;R$ 8,00;R$ 4,00;R$ 1.971.654,89;R$ 5.000.000,00;R$ 34.682.655,19
1633;07/03/2018;1;2;3;5;6;7;9;10;17;18;19;20;23;24;25;R$ 34.666.558,00;3;743;23158;305156;1637844;R$ 1.502.292,83;R$ 1.499,84;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 35.267.706,80
1634;09/03/2018;3;4;5;6;7;9;10;13;14;15;19;21;22;24;25;R$ 26.813.502,00;2;478;16667;202067;1198452;R$ 1.110.149,18;R$ 1.429,22;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 35.780.083,35
1635;12/03/2018;1;3;6;7;8;12;15;16;17;19;21;22;23;24;25;R$ 24.771.972,00;2;321;13371;161392;945993;R$ 1.227.577,26;R$ 2.353,37;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 36.346.657,47
1636;14/03/2018;2;3;6;7;8;9;12;13;14;15;18;19;20;22;25;R$ 24.631.682,00;1;402;15167;206327;1117186;R$ 1.936.005,57;R$ 1.481,83;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 36.793.427,99
1637;16/03/2018;3;4;5;7;8;11;12;13;14;15;17;18;19;22;24;R$ 25.654.482,00;6;625;21485;255365;1224985;R$ 284.259,26;R$ 1.199,51;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 37.187.017,74
1638;19/03/2018;1;7;8;10;11;12;14;15;16;19;20;22;23;24;25;R$ 23.699.052,00;0;282;11917;163455;959407;R$ 0,00;R$ 2.427,54;R$ 20,00;R$ 8,00;R$ 4,00;R$ 2.224.841,20;R$ 5.300.000,00;R$ 37.700.442,64
1639;21/03/2018;1;3;5;6;7;8;9;10;11;14;15;19;20;22;25;R$ 35.426.308,00;6;2659;23190;291864;1649555;R$ 822.782,50;R$ 448,29;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 38.326.255,06
1640;23/03/2018;1;2;4;5;6;12;14;15;16;17;20;21;22;24;25;R$ 25.696.170,00;3;351;12802;179431;985271;R$ 835.157,54;R$ 2.196,34;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 38.904.441,05
1641;26/03/2018;3;4;5;8;9;11;12;14;16;17;19;20;21;22;25;R$ 23.530.698,00;5;415;13140;158494;914859;R$ 455.928,26;R$ 1.690,19;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 39.430.512,13
1642;28/03/2018;2;5;6;7;10;11;13;15;17;18;19;20;22;24;25;R$ 23.264.408,00;5;795;21839;229819;1107732;R$ 307.461,14;R$ 849,98;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 39.785.274,99
1643;31/03/2018;1;2;3;4;5;7;9;10;12;14;16;19;22;23;25;R$ 18.330.124,00;2;500;15499;171695;838279;R$ 661.870,56;R$ 1.163,72;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 40.090.753,71
1644;02/04/2018;2;3;4;5;6;7;8;9;11;13;15;18;22;23;24;R$ 19.211.186,00;2;318;12571;164147;929414;R$ 692.887,47;R$ 1.340,85;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 40.410.547,94
1645;04/04/2018;2;3;4;5;8;9;10;14;15;16;18;20;21;23;25;R$ 24.424.706,00;3;526;18714;220786;1099005;R$ 614.454,25;R$ 1.540,43;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 40.835.939,35
1646;06/04/2018;1;3;4;5;6;7;9;12;13;15;17;18;20;22;25;R$ 26.051.790,00;6;959;25013;249084;1234400;R$ 292.923,84;R$ 805,57;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 41.241.526,21
1647;09/04/2018;1;2;4;7;8;9;10;12;14;15;19;20;22;24;25;R$ 24.049.260,00;5;926;27970;254545;1159597;R$ 290.384,06;R$ 689,20;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 41.576.584,74
1648;11/04/2018;4;9;10;11;12;13;15;16;17;19;21;22;23;24;25;R$ 25.111.142,00;1;369;13907;195213;1005925;R$ 2.284.989,88;R$ 1.905,35;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 42.103.890,10
1649;13/04/2018;4;5;8;9;12;13;14;15;16;17;18;20;22;23;24;R$ 26.993.030,00;2;539;22331;224215;1222163;R$ 1.040.196,59;R$ 1.696,58;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 42.583.980,84
1650;16/04/2018;3;4;5;8;10;13;14;15;16;17;18;19;20;22;25;R$ 24.382.038,00;0;364;14308;201728;1138409;R$ 0,00;R$ 1.583,01;R$ 20,00;R$ 8,00;R$ 4,00;R$ 1.872.697,38;R$ 4.500.000,00;R$ 43.016.141,77
1651;18/04/2018;1;2;3;4;6;7;8;10;16;17;18;19;20;22;24;R$ 35.757.964,00;4;410;18842;217100;1327871;R$ 1.386.784,84;R$ 2.757,56;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 43.864.089,94
1652;20/04/2018;2;3;4;5;6;7;10;11;14;16;17;18;21;24;25;R$ 25.245.848,00;0;355;12982;164223;986224;R$ 0,00;R$ 2.139,67;R$ 20,00;R$ 8,00;R$ 4,00;R$ 2.468.636,10;R$ 4.000.000,00;R$ 44.433.775,19
1653;23/04/2018;2;4;5;6;7;12;14;15;17;20;21;22;23;24;25;R$ 27.891.256,00;0;516;22629;230478;1216705;R$ 0,00;R$ 1.336,90;R$ 20,00;R$ 8,00;R$ 4,00;R$ 4.710.619,13;R$ 7.500.000,00;R$ 44.951.155,90
1654;25/04/2018;1;2;3;4;6;10;11;13;16;18;19;20;22;23;25;R$ 48.040.662,00;5;799;31392;379563;2102630;R$ 1.738.411,88;R$ 1.533,24;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 45.869.949,82
1655;27/04/2018;1;2;3;5;6;7;10;12;14;16;18;19;20;22;23;R$ 26.210.232,00;2;465;17461;209847;1130489;R$ 1.094.728,95;R$ 1.448,77;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 46.375.209,33
1656;30/04/2018;2;3;4;5;7;10;11;12;13;15;17;19;20;23;24;R$ 24.218.672,00;3;502;20657;243105;1212939;R$ 498.814,14;R$ 1.310,31;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.200.000,00;R$ 46.720.542,21
1657;02/05/2018;3;4;6;8;9;10;12;15;17;18;19;20;21;23;24;R$ 20.829.654,00;0;451;13210;158253;865738;R$ 0,00;R$ 1.789,94;R$ 20,00;R$ 8,00;R$ 4,00;R$ 1.836.529,90;R$ 4.500.000,00;R$ 47.144.356,81
1658;04/05/2018;2;4;5;6;7;8;12;13;15;16;17;18;19;20;23;R$ 37.652.070,00;5;675;21933;280554;1612949;R$ 1.021.324,26;R$ 1.490,64;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 47.898.993,29
1659;07/05/2018;2;4;7;8;9;10;12;14;15;16;20;21;22;23;25;R$ 25.748.896,00;2;499;17893;217230;1086367;R$ 1.073.980,53;R$ 1.892,10;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 48.394.676,62
1660;09/05/2018;1;2;3;7;8;10;11;13;14;17;18;20;21;24;25;R$ 26.481.312,00;25;1775;31898;277901;1250255;R$ 65.834,33;R$ 407,57;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 48.774.490,04
1661;11/05/2018;2;3;5;6;7;10;11;12;13;14;17;18;21;22;23;R$ 27.202.634,00;4;622;19801;229526;1202367;R$ 540.363,75;R$ 1.527,47;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 49.273.287,35
1662;14/05/2018;1;2;3;5;8;10;11;13;14;17;18;20;21;22;25;R$ 24.697.742,00;8;1197;39565;262486;1224341;R$ 165.946,57;R$ 487,50;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 49.579.650,26
1663;16/05/2018;1;2;3;5;6;7;9;11;12;13;16;17;21;22;23;R$ 25.183.224,00;7;714;24415;205537;1032498;R$ 302.520,32;R$ 1.303,68;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 50.068.336,94
1664;18/05/2018;2;4;5;6;7;8;11;13;15;16;17;18;20;24;25;R$ 25.730.428,00;4;499;19025;231330;1122528;R$ 504.220,06;R$ 1.776,63;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 50.533.770,84
1665;21/05/2018;1;2;4;5;8;10;12;13;15;17;18;21;22;23;24;R$ 23.738.082,00;1;458;17065;207195;1078984;R$ 1.808.848,91;R$ 1.736,02;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 50.951.197,52
1666;23/05/2018;1;2;5;6;8;9;10;12;13;14;17;20;21;24;25;R$ 23.219.534,00;3;535;16408;186414;1018603;R$ 632.695,28;R$ 1.559,48;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 51.389.217,34
1667;25/05/2018;1;2;3;4;8;10;11;13;16;18;20;22;23;24;25;R$ 22.786.834,00;6;725;29109;242393;1137737;R$ 212.762,32;R$ 773,97;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 51.683.811,32
1668;28/05/2018;4;5;6;8;11;12;14;16;17;18;20;21;23;24;25;R$ 21.253.992,00;3;329;12702;163577;888101;R$ 621.589,60;R$ 1.744,00;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 52.114.142,59
1669;30/05/2018;1;2;3;5;6;7;8;9;12;16;17;20;21;23;25;R$ 22.173.420,00;2;300;11625;165429;934853;R$ 982.043,42;R$ 2.014,45;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 52.567.393,40
1670;01/06/2018;1;2;3;4;7;11;13;14;16;17;20;21;22;23;25;R$ 19.827.910,00;3;285;11119;153360;891871;R$ 542.741,08;R$ 1.757,87;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 52.943.137,22
1671;04/06/2018;1;3;4;5;8;9;10;12;14;15;18;19;21;22;25;R$ 22.976.412,00;3;570;17537;194249;1015510;R$ 605.656,21;R$ 1.401,17;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 53.362.437,69
1672;06/06/2018;2;3;5;6;8;9;11;17;18;20;21;22;23;24;25;R$ 23.460.408,00;2;382;16537;202893;1066690;R$ 898.459,93;R$ 1.447,38;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 53.777.111,51
1673;08/06/2018;1;2;4;5;7;9;11;12;15;17;19;20;23;24;25;R$ 24.516.014,00;6;761;24005;251019;1159377;R$ 265.549,83;R$ 920,30;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 54.144.795,91
1674;11/06/2018;1;2;4;5;9;10;11;12;15;19;20;21;22;23;24;R$ 22.511.056,00;2;471;15644;184130;957153;R$ 942.725,68;R$ 1.759,59;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 54.579.900,07
1675;13/06/2018;1;2;3;5;7;8;9;12;14;19;20;21;22;23;25;R$ 22.340.558,00;1;495;18009;219899;1092382;R$ 1.453.985,03;R$ 1.291,13;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 54.915.435,08
1676;15/06/2018;3;4;8;9;10;12;13;14;15;16;18;20;23;24;25;R$ 22.845.172,00;4;526;23483;212728;1070914;R$ 392.218,88;R$ 1.311,05;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 55.277.483,29
1677;18/06/2018;1;4;5;6;9;11;12;14;15;16;17;18;19;20;22;R$ 22.088.872,00;4;212;9128;128490;784877;R$ 594.386,91;R$ 3.450,72;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 55.826.148,13
1678;20/06/2018;1;3;4;5;6;8;9;14;16;18;19;20;22;23;24;R$ 21.657.262,00;0;310;12172;156188;884182;R$ 0,00;R$ 1.968,40;R$ 20,00;R$ 8,00;R$ 4,00;R$ 1.983.160,99;R$ 4.800.000,00;R$ 56.283.800,67
1679;22/06/2018;5;7;8;9;10;11;12;14;15;16;17;19;20;21;23;R$ 26.455.588,00;7;528;16811;210187;1122138;R$ 605.841,28;R$ 1.879,56;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 56.804.814,82
1680;25/06/2018;1;2;3;7;8;10;11;12;13;14;18;20;21;23;25;R$ 21.359.420,00;2;782;26705;244221;1101865;R$ 537.770,69;R$ 604,55;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 57.053.016,68
1681;27/06/2018;1;2;3;7;8;10;11;12;15;16;17;20;22;23;25;R$ 18.498.284,00;8;533;14709;158950;828206;R$ 178.602,81;R$ 1.178,33;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 57.382.744,96
1682;29/06/2018;1;4;5;6;7;9;12;13;15;17;18;19;20;21;25;R$ 23.150.122,00;3;655;18768;199683;1044807;R$ 588.976,22;R$ 1.185,75;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 57.790.497,73
1683;02/07/2018;1;2;3;5;9;10;11;13;15;16;17;18;23;24;25;R$ 19.272.870,00;3;544;17141;190734;964295;R$ 398.698,11;R$ 966,46;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 58.066.519,51
1684;04/07/2018;2;4;7;9;10;12;13;14;15;16;17;22;23;24;25;R$ 23.503.922,00;4;433;17841;216923;1069149;R$ 434.522,89;R$ 1.764,42;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 58.467.617,57
1685;06/07/2018;1;2;3;5;6;7;11;12;14;16;17;19;21;22;24;R$ 20.800.320,00;3;625;16575;159426;827827;R$ 621.616,97;R$ 1.311,54;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 58.897.967,78
1686;09/07/2018;2;4;5;6;9;10;13;15;17;18;19;20;22;23;24;R$ 18.542.884,00;3;413;14342;166564;860773;R$ 451.324,07;R$ 1.441,04;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 59.210.422,91
1687;11/07/2018;1;2;3;4;6;7;9;10;14;16;17;18;19;20;24;R$ 22.236.028,00;2;426;14727;135226;820768;R$ 1.132.890,50;R$ 1.636,53;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 59.733.295,45
1688;13/07/2018;1;3;4;5;6;7;8;10;13;15;19;21;22;24;25;R$ 24.002.036,00;0;410;15491;185881;1036429;R$ 0,00;R$ 1.523,65;R$ 20,00;R$ 8,00;R$ 4,00;R$ 2.030.267,46;R$ 5.000.000,00;R$ 60.201.818,72
1689;16/07/2018;1;2;6;7;9;10;11;13;14;16;17;18;19;22;23;R$ 31.606.300,00;2;559;18710;233284;1309485;R$ 2.430.796,19;R$ 1.558,46;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 60.855.201,40
1690;18/07/2018;1;2;4;5;7;8;10;13;15;16;19;20;22;23;25;R$ 22.466.648,00;5;751;19856;208115;1041903;R$ 319.362,55;R$ 934,61;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 61.223.696,65
1691;20/07/2018;1;2;3;4;5;7;8;10;11;12;13;15;16;18;19;R$ 22.891.200,00;2;596;16502;212166;977178;R$ 907.063,17;R$ 1.337,94;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 61.642.341,19
1692;23/07/2018;3;5;6;7;10;12;14;15;17;18;20;22;23;24;25;R$ 22.314.246,00;5;757;22078;229172;1073638;R$ 282.425,55;R$ 819,96;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 61.968.216,83
1693;25/07/2018;1;3;4;6;7;8;11;14;16;17;19;20;21;22;23;R$ 22.173.254,00;1;456;11157;144640;824537;R$ 2.244.759,98;R$ 1.514,69;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 62.486.238,36
1694;27/07/2018;1;2;3;4;5;9;11;12;13;17;18;19;20;23;24;R$ 22.397.434,00;1;397;15148;196220;1078738;R$ 1.602.261,95;R$ 1.774,03;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 62.855.991,13
1695;30/07/2018;1;4;5;9;11;13;14;17;18;20;21;22;23;24;25;R$ 21.798.514,00;1;388;14543;184427;1021897;R$ 1.636.014,07;R$ 1.853,42;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 63.233.532,84
1696;01/08/2018;2;4;5;7;8;10;12;13;14;16;17;18;19;23;24;R$ 22.026.452,00;4;733;20917;226800;1056340;R$ 351.511,25;R$ 843,16;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 63.558.004,77
1697;03/08/2018;3;4;6;7;10;13;17;18;19;20;21;22;23;24;25;R$ 23.566.984,00;1;360;13785;171141;1011833;R$ 2.058.401,06;R$ 1.759,32;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 64.033.020,40
1698;06/08/2018;2;3;4;5;8;9;13;14;16;18;19;20;21;22;25;R$ 22.564.796,00;1;337;12110;162720;941220;R$ 2.035.140,86;R$ 1.858,15;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 64.502.668,30
1699;08/08/2018;4;5;6;8;9;10;13;14;15;16;19;21;23;24;25;R$ 23.021.262,00;4;360;13161;175777;939821;R$ 517.657,12;R$ 1.769,77;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 64.980.505,64
1700;10/08/2018;1;2;3;6;7;8;12;13;14;16;20;21;22;23;24;R$ 24.565.710,00;4;428;15056;184900;988280;R$ 559.151,65;R$ 1.607,91;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 65.496.645,63
1701;13/08/2018;1;2;3;5;6;7;8;10;13;16;17;18;20;21;22;R$ 23.009.560,00;3;299;13531;193422;1028141;R$ 613.327,73;R$ 1.893,48;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 65.921.257,13
1702;15/08/2018;3;4;5;7;8;10;11;14;15;16;17;18;19;22;25;R$ 22.937.590,00;2;406;15138;177312;982850;R$ 976.117,09;R$ 1.479,52;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 66.371.772,72
1703;17/08/2018;1;3;6;8;9;10;12;13;14;15;16;17;18;19;22;R$ 24.573.222,00;2;326;13067;182349;971391;R$ 1.148.105,89;R$ 2.167,26;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 66.901.667,75
1704;20/08/2018;2;4;6;7;9;10;11;12;13;14;16;18;19;20;22;R$ 22.707.832,00;1;380;14794;192804;960503;R$ 1.894.327,94;R$ 1.533,87;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 67.338.820,36
1705;22/08/2018;2;3;4;5;9;12;14;16;17;18;19;20;21;23;24;R$ 22.580.990,00;2;257;11524;171043;977956;R$ 973.256,16;R$ 2.330,46;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 67.788.015,52
1706;24/08/2018;2;3;4;5;7;8;9;12;13;14;15;17;18;20;21;R$ 22.590.390,00;7;647;19992;220698;1139578;R$ 199.487,33;R$ 948,69;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 68.110.264,29
1707;27/08/2018;2;5;9;10;11;12;13;16;17;18;19;21;22;23;25;R$ 22.026.762,00;1;355;10913;156030;957334;R$ 1.934.936,27;R$ 1.677,09;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 85.000.000,00;R$ 68.556.788,05
1708;08/09/2018;1;2;3;4;6;7;8;9;10;12;13;14;17;18;22;R$ 272.855.056,00;33;7488;231719;2785614;12507536;R$ 2.778.857,60;R$ 1.103,93;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.200.000,00;R$ 0,00
1709;10/09/2018;1;3;4;5;11;12;13;15;18;19;20;21;22;23;24;R$ 18.411.742,00;1;219;9026;137470;803629;R$ 1.586.385,69;R$ 2.228,85;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 366.089,01
1710;12/09/2018;2;4;5;6;7;9;10;11;12;17;20;21;22;24;25;R$ 27.708.648,00;2;402;17043;223663;1152208;R$ 1.199.494,66;R$ 1.836,20;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 1.700.000,00;R$ 919.701,94
1711;14/09/2018;1;2;3;4;5;8;10;11;13;14;18;19;20;21;23;R$ 26.447.934,00;3;617;22062;279137;1389728;R$ 490.147,46;R$ 1.047,56;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 1.259.034,80
1712;17/09/2018;1;3;5;6;7;10;13;14;15;16;17;18;23;24;25;R$ 26.104.914,00;14;995;29650;222433;1205209;R$ 133.997,27;R$ 828,74;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 1.691.949,05
1713;19/09/2018;1;4;8;9;10;12;13;15;16;17;19;20;21;23;24;R$ 26.126.004,00;3;478;15885;192608;1053802;R$ 796.502,25;R$ 1.538,14;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 2.243.373,69
1714;21/09/2018;1;3;5;6;7;8;10;14;15;18;19;21;22;23;24;R$ 26.535.178,00;2;313;14016;190525;1109154;R$ 1.197.030,64;R$ 2.353,47;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 2.795.849,38
1715;24/09/2018;1;2;4;6;8;11;13;16;17;18;19;21;22;24;25;R$ 24.314.326,00;4;452;14827;179213;959062;R$ 565.746,29;R$ 1.540,49;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 3.318.076,72
1716;26/09/2018;1;3;4;5;7;10;11;12;13;16;17;22;23;24;25;R$ 24.076.348,00;0;371;15517;201660;1112582;R$ 0,00;R$ 1.533,20;R$ 20,00;R$ 8,00;R$ 4,00;R$ 1.848.654,08;R$ 4.500.000,00;R$ 3.744.689,21
1717;28/09/2018;1;3;4;5;7;8;9;10;11;14;15;21;22;23;24;R$ 35.525.816,00;2;479;18118;254220;1502161;R$ 2.515.785,59;R$ 2.044,59;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 4.479.208,54
1718;01/10/2018;2;3;5;6;7;8;10;11;12;17;18;20;21;22;24;R$ 25.279.474,00;7;734;20973;230656;1137366;R$ 269.379,40;R$ 1.129,23;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 4.914.359,89
1719;03/10/2018;2;3;4;6;10;11;13;15;17;18;20;21;23;24;25;R$ 25.731.018,00;1;744;23135;244396;1205275;R$ 1.781.435,81;R$ 1.052,48;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 5.325.460,47
1720;05/10/2018;2;3;4;9;10;11;13;15;17;18;20;22;23;24;25;R$ 27.219.360,00;11;1412;46325;310397;1367577;R$ 120.757,54;R$ 413,51;R$ 20,00;R$ 8,00;R$ 4,00;R$ 0,00;R$ 2.000.000,00;R$ 5.631.998,85
